run_id,timestamp,config,outage_s,final_pos_error_m,pct_of_distance,cep50_m,cep95_m,along_track_m,cross_track_m,heading_error_deg,outage_id,split,source_side,has_ground_truth,skip_reason
pair_S4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,213.95769195328353,155.19828227229738,62.80439013663718,197.39012603624317,-204.12483492723766,64.1226534991525,164.83999633789062,pair_S4__30s__0,train,phone,True,
pair_S4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,4318.550902924377,307.4130722172803,4545.923181666496,4768.02237328697,3857.6153109813536,1942.8785843216099,54.28900146484375,pair_S4__60s__0,train,phone,True,
pair_S4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,4597.689384777245,238.72099946408662,3674.8068977277107,4597.383765502361,4505.020645722628,-917.4533826386775,1.6630096435546875,pair_S4__120s__0,train,phone,True,
pair_S4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1226.2490149734879,92.21887255616778,725.0809808087212,1234.1773920881355,1087.7735158137114,-566.1063866265657,41.1769962310791,pair_S4__180s__0,train,phone,True,
pair_Vta10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,1.8501730956502644,0.6923722965520447,4.477749932748695,6.374551348606767,1.6858441274150424,0.762279741927854,0.8499755859375,pair_Vta10__10s__0,train,phone,True,
pair_Vta10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,450.7602776420453,76.20989183245767,135.47276337239566,415.10417322132815,-393.6448872440522,-219.60918664623114,67.32899475097656,pair_Vta10__30s__0,train,phone,True,
pair_Vta10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,687.575889216678,53.65851936114081,123.12761152827687,613.1048962664308,-142.84117041886316,-672.5584907025374,61.64898681640625,pair_Vta10__60s__0,train,phone,True,
pair_Vta10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,1051.4782285297474,35.58156214924203,617.7060914061228,1067.2447996899004,1026.4669121996415,228.08964658915858,21.483001708984375,pair_Vta10__120s__0,train,phone,True,
pair_Vta11,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,96.58799395476038,114.2321159881146,50.535286810886774,83.29725779398936,-77.72880057725901,-57.33652449907143,139.36601638793945,pair_Vta11__10s__0,train,phone,True,
pair_Vta11,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,546.885603912623,170.96169389470515,181.15089219824225,518.9050944769671,-105.23306567552335,-536.6588129873,83.114013671875,pair_Vta11__30s__0,train,phone,True,
pair_Vta12,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,105.74860629959167,58.845383767927174,110.11458780216788,112.51109496828869,105.71755850299606,2.56383559300356,1.0769996643066406,pair_Vta12__10s__0,train,phone,True,
pair_Vta12,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,120.05011704746872,22.082522441035252,77.48307805341597,110.31780666067543,-10.74460645232302,119.56803770746319,23.309998512268066,pair_Vta12__30s__0,train,phone,True,
pair_Vta13,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,37.6738563531873,17.229394360460635,29.98497348503947,36.748351701389296,14.490010083523227,34.77586941122896,9.851000785827637,pair_Vta13__10s__0,train,phone,True,
pair_Vta14,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,44.862726333770226,29.1526284783525,45.10785549223186,48.19959790199557,43.22143112100421,12.023991717978207,9.022001266479492,pair_Vta14__10s__0,train,phone,True,
pair_Vta14,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,149.41430920081964,30.674579602967565,60.479419868666014,133.74096546677305,-40.87097729013496,143.71565889398732,39.67100143432617,pair_Vta14__30s__0,train,phone,True,
pair_Vta14,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,135.02451534331522,13.355591970221765,48.095789956218,123.4945779940754,12.602618994959787,134.43551764442523,13.382986068725586,pair_Vta14__60s__0,train,phone,True,
pair_Vta14,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,766.903853069171,34.12832857464777,229.05641010052912,721.9519797685202,186.0641459243742,-744.0116158370358,18.683990478515625,pair_Vta14__120s__0,train,phone,True,
pair_Vta14,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1059.917553118741,34.45691642313574,357.8900856585453,1026.392410995626,509.6371675795615,929.3834424333766,7.932003974914551,pair_Vta14__180s__0,train,phone,True,
pair_Vta15,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,70.05853014288009,40.9869927649959,76.7017030405272,83.00209787210065,-69.97137176374754,3.492127684325588,1.0110034942626953,pair_Vta15__10s__0,train,phone,True,
pair_Vta15,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,262.3825943317848,41.39172939376843,156.77205655432624,248.58973368178252,-241.0888778037026,103.53705643516955,34.53700637817383,pair_Vta15__30s__0,train,phone,True,
pair_Vta15,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,440.83365375655393,37.200345381140224,118.269017144495,391.2251354231867,-183.68263892227597,400.73712852384216,46.34101104736328,pair_Vta15__60s__0,train,phone,True,
pair_Vta16,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,30.650223585586094,20.246020760407905,27.675653729415718,30.10085790170343,-30.03958160967769,-6.087654586573757,3.76800537109375,pair_Vta16__10s__0,train,phone,True,
pair_Vta16,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,38.82402173734261,22.844071567740883,49.84799858286155,72.14644287253297,38.820603521970284,0.5193717880066728,51.4169921875,pair_Vta16__30s__0,train,phone,True,
pair_Vta16,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,643.5927488872348,64.27911413719738,231.7472455142035,594.6633049746564,-33.79220367432282,-642.7162395490144,53.268959045410156,pair_Vta16__60s__0,train,phone,True,
pair_Vta16,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,754.2598243979909,30.66249583030125,64.33916619667566,667.2068018639525,527.3873946203998,-539.2627908790341,3.074005126953125,pair_Vta16__120s__0,train,phone,True,
pair_Vta16,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,3740.2832432888417,169.996092191669,1132.1602363245952,3536.7283808325233,417.0598555352327,3716.958735629456,66.24398803710938,pair_Vta16__180s__0,train,phone,True,
pair_Vta17,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,11.459076809178699,9.108055945736265,5.847609001941534,10.847988067973791,-11.459032213028454,-0.03272902637638353,2.7450103759765625,pair_Vta17__10s__0,train,phone,True,
pair_Vta17,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,139.46532187935935,99.36165874589487,40.166490709451764,138.60511052801397,-129.51253161954773,-51.74085016345479,22.682998657226562,pair_Vta17__30s__0,train,phone,True,
pair_Vta17,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,403.79792522294264,71.52730949924819,35.37805174560043,338.833604789908,-315.3509796437271,-252.19379296696377,124.2340087890625,pair_Vta17__60s__0,train,phone,True,
pair_Vta17,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,353.57296711091146,31.89515697970663,279.5784986975997,505.99769765540435,331.88218933921564,-121.92657163157014,92.64198303222656,pair_Vta17__120s__0,train,phone,True,
pair_Vta17,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,859.5522759390242,63.386790065195086,250.41906470306384,760.6311846736273,-859.280779547604,-22.15687142943517,73.28300476074219,pair_Vta17__180s__0,train,phone,True,
pair_Vta1a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,19.646004132734,10.005749419112743,7.295313523573251,18.397674950968522,-16.45603642170973,-10.731462257425465,8.587982177734375,pair_Vta1a__10s__0,train,phone,True,
pair_Vta1a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,194.60634717318533,36.154415336710535,57.07520704125142,177.5377955828129,-119.53019519783268,-153.56967678596914,27.453980445861816,pair_Vta1a__30s__0,train,phone,True,
pair_Vta1a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,61.55697922584009,5.433057334298078,35.175056892911066,49.47272145547676,61.358452982858076,-4.9395912848813115,22.57403564453125,pair_Vta1a__60s__0,train,phone,True,
pair_Vta1a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,1504.0019532418842,61.33331467544566,762.637209239879,1432.2429586890169,-1048.1384648756966,1078.5158675697808,27.682988166809082,pair_Vta1a__120s__0,train,phone,True,
pair_Vta1a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1846.0528660045834,89.54211633125789,376.78557817942146,1654.0050391239129,-1493.904969711975,-1084.3978019624924,94.69599914550781,pair_Vta1a__180s__0,train,phone,True,
pair_Vta1b,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,43.28870621588476,34.01945317595597,14.362691654468168,40.12605414929318,-41.2698691339471,13.065357595514948,3.65850830078125,pair_Vta1b__10s__0,train,phone,True,
pair_Vta1b,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,79.83221241107697,23.335425777260227,44.74704742979247,77.57362531926664,-55.01069127036782,-57.85297147167744,30.573997259140015,pair_Vta1b__30s__0,train,phone,True,
pair_Vta1b,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,316.0970337128445,36.873197809655416,89.57985577515015,295.56179947349864,267.47177366958863,168.45552969255493,1.979095458984375,pair_Vta1b__60s__0,train,phone,True,
pair_Vta2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,1.6326743219671034,,1.5549645555303644,1.6326743219671034,-1.5753947435706412,-0.42866834724623226,2.718994140625,pair_Vta2__10s__0,train,phone,True,stationary_run: true distance 0.66m < 1.0m threshold
pair_Vta2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,72.53310187989938,21.717502392554717,69.30278419934356,98.5326328623369,-65.87970211439753,30.34677241617731,7.28973388671875,pair_Vta2__30s__0,train,phone,True,
pair_Vta2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,572.786521010249,50.82630652076928,184.58068139816731,541.8566984995824,-305.33138349563,-484.635705457472,45.78999900817871,pair_Vta2__60s__0,train,phone,True,
pair_Vta2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,358.9429282858408,32.059679907728565,133.01150814615875,341.12319379743695,77.50098982388232,350.4799066352488,29.049049377441406,pair_Vta2__120s__0,train,phone,True,
pair_Vta2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,506.51337153217526,26.055608594396695,300.6165512866661,506.7323627338121,-482.97381683963647,-152.58356485754695,86.2589979171753,pair_Vta2__180s__0,train,phone,True,
pair_Vta20,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,3.3262003407091605,,3.4239585298651134,3.568463925458103,2.8166753564067024,-1.7691659871361964,3.1300048828125,pair_Vta20__10s__0,train,phone,True,stationary_run: true distance 0.37m < 1.0m threshold
pair_Vta20,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,3.5531672414394038,351.6157242855795,3.2711057495328397,3.5072880793333168,2.3768985102917473,-2.641088958295135,3.1300048828125,pair_Vta20__30s__0,train,phone,True,
pair_Vta20,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,5.8067808975986095,159.56022570992582,5.9209865103913675,6.0370637874352235,4.010386317086283,-4.1994649595655975,3.1300048828125,pair_Vta20__60s__0,train,phone,True,
pair_Vta20,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,5.739215894671106,99.75759104771305,4.154422783536233,6.027737437245336,3.9864389314535758,-4.128789618040404,3.1300048828125,pair_Vta20__120s__0,train,phone,True,
pair_Vta20,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,5.3485804238390005,61.20162545778324,3.7168843339246367,6.019037597273109,3.780163769550889,-3.783870296984545,3.1300048828125,pair_Vta20__180s__0,train,phone,True,
pair_Vta21,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,65.54183970177981,78.0486605105971,31.651059199741738,56.63609916945325,54.01180941422553,37.12751569288193,34.86100387573242,pair_Vta21__10s__0,train,phone,True,
pair_Vta21,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,500.2001723482476,105.36313049101685,375.06493460111244,484.1149167640402,-442.36619220335814,233.45802541564174,43.97958850860596,pair_Vta21__30s__0,train,phone,True,
pair_Vta21,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,1407.3652680399855,221.20175717656147,523.8182057241347,1316.378203413847,-1201.2715990871507,733.0879744494314,127.74800109863281,pair_Vta21__60s__0,train,phone,True,
pair_Vta21,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,1460.7032585144914,93.45016618957392,236.61426721278298,1296.7170899912444,-1102.4290223937294,958.186921541909,119.48800659179688,pair_Vta21__120s__0,train,phone,True,
pair_Vta21,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,2616.7985676711014,108.96324113402662,1079.3075282269047,2491.204078706749,1261.6107436922548,2292.865316682147,52.33723974227905,pair_Vta21__180s__0,train,phone,True,
pair_Vta22,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,68.81825922181169,53.81041769986776,47.60297354666229,66.22423775008595,-68.4505635092419,-7.105767097133963,4.2969970703125,pair_Vta22__10s__0,train,phone,True,
pair_Vta22,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,47.63036849129203,14.850176816292057,48.150439975366034,54.64735257564146,-45.71896896872105,-13.357937810487972,21.570999145507812,pair_Vta22__30s__0,train,phone,True,
pair_Vta22,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,440.625192344774,67.66067165300673,230.91902522375227,424.0101075340241,96.00955361314485,-430.0412139998923,28.00800323486328,pair_Vta22__60s__0,train,phone,True,
pair_Vta22,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,1457.4667274022531,112.34479276653182,427.87089071968364,1334.4438954102034,-1376.4433743850877,-479.35207568870663,120.43800067901611,pair_Vta22__120s__0,train,phone,True,
pair_Vta23,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,28.623700583367803,27.31770121184574,13.010231607481469,27.921183584674974,13.364257774214913,25.312287186594293,9.930999755859375,pair_Vta23__10s__0,train,phone,True,
pair_Vta23,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,189.87305141101288,66.90760009439803,82.30200762130016,176.85407323390538,-186.60753316891996,-35.06837721469148,23.14691925048828,pair_Vta23__30s__0,train,phone,True,
pair_Vta23,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,420.1751653936183,79.21726979402663,210.34550125388378,393.6840256649563,15.523649682111639,-419.890375890094,41.76499938964844,pair_Vta23__60s__0,train,phone,True,
pair_Vta24,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,25.68256654626689,73.73689601632152,4.2271903076582245,21.731917305334,-25.298517848704954,-4.424971435127101,10.198997497558594,pair_Vta24__10s__0,train,phone,True,
pair_Vta24,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,168.1468721482812,72.93647870090574,21.952832925660168,149.08235034418504,17.290737777590714,-167.25523204681522,81.00899505615234,pair_Vta24__30s__0,train,phone,True,
pair_Vta24,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,341.69198063829015,79.63900515962987,132.55743822211306,349.4962517285565,-88.27825221633618,330.0938481692133,84.15699768066406,pair_Vta24__60s__0,train,phone,True,
pair_Vta25,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,1.211294556352744,,1.1021478892758818,1.211294556352744,-0.32287919748098703,-1.1674688599300904,1.0239944458007812,pair_Vta25__10s__0,train,phone,True,stationary_run: true distance 0.62m < 1.0m threshold
pair_Vta25,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,13.377199243477987,79.56342999089198,1.2611523141281638,12.24107235473191,-3.6870031475104135,12.859069069139546,99.96600341796875,pair_Vta25__30s__0,train,phone,True,
pair_Vta26,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,8.476784804475804,91.62827519559075,0.5343626166087352,5.971798643439811,-8.47603180942342,0.11290069873369868,8.941001892089844,pair_Vta26__10s__0,train,phone,True,
pair_Vta26,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,1.4559396224971421,131.13965414334515,1.8737999593237202,1.9434391477894821,-1.4335496692255514,0.25435317833675347,174.30300903320312,pair_Vta26__30s__0,train,phone,True,
pair_Vta26,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,20.651783054949878,85.7769557042895,1.884315896537094,20.55123389028174,18.700842882416218,-8.76211232522483,149.010009765625,pair_Vta26__60s__0,train,phone,True,
pair_Vta26,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,483.83491069146197,81.84937964669689,124.88596627312825,448.44011885736165,474.0039570048582,-97.03975371825965,18.329004287719727,pair_Vta26__120s__0,train,phone,True,
pair_Vta27,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,337.8663010203509,236.1891619110406,343.1777381300616,349.7274400755301,-314.01193167434553,124.69333245527216,27.60302734375,pair_Vta27__10s__0,train,phone,True,
pair_Vta27,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,376.9199834138152,82.08012417065049,350.4221081259112,373.3850917737611,-376.37831422977536,-20.199437698324544,30.072021484375,pair_Vta27__30s__0,train,phone,True,
pair_Vta27,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,870.0027515676247,95.11347133080226,585.4046230539682,834.1182458978451,-751.1691526078469,-438.8996773040677,52.89898681640625,pair_Vta27__60s__0,train,phone,True,
pair_Vta27,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,789.9995513579893,47.1646169516341,626.9204009459683,833.8742361232719,-195.97765971585162,765.2830108933819,1.106999397277832,pair_Vta27__120s__0,train,phone,True,
pair_Vta27,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1905.3803714342253,75.97390478186325,898.5464948749589,1853.454554307849,-1280.0157331255102,1411.352324953678,29.999000549316406,pair_Vta27__180s__0,train,phone,True,
pair_Vta28,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,3.2602751484246397,,3.4074127268392873,3.546354853778269,-3.19575678964467,0.6453953033568092,116.85798645019531,pair_Vta28__10s__0,train,phone,True,stationary_run: true distance 0.74m < 1.0m threshold
pair_Vta28,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,391.84038291242916,116.4166507844801,124.62719225707328,365.05689655261955,-66.33379455925474,386.1848353917895,70.56900024414062,pair_Vta28__30s__0,train,phone,True,
pair_Vta28,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,364.8961569820112,48.83996032513319,77.64463569510836,293.26610477330183,-352.3670841358504,94.78081309253972,133.4429931640625,pair_Vta28__60s__0,train,phone,True,
pair_Vta28,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,385.218162419545,35.53049543965619,312.05026798036624,646.5014908643888,362.83215405158353,-129.39944931992108,17.26202392578125,pair_Vta28__120s__0,train,phone,True,
pair_Vta28,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,3747.2285006504103,195.4102348192916,1822.2418743387589,3524.2533970931754,-3739.4348366153567,237.32728308607943,173.34698486328125,pair_Vta28__180s__0,train,phone,True,
pair_Vta29,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,16.923089365043744,53.579098598726496,9.64768681544135,17.206332574872707,-12.277727214857217,-11.646809274712705,22.907012939453125,pair_Vta29__10s__0,train,phone,True,
pair_Vta29,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,170.07782441943596,414.65849504383715,84.44212598508193,169.19069895911684,168.13373055596443,-25.642177528153717,7.94000244140625,pair_Vta29__30s__0,train,phone,True,
pair_Vta29,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,673.0211636164382,66.41869437402768,176.99708819550278,633.3480339025092,-315.3458015959774,594.5518267818911,47.999990463256836,pair_Vta29__60s__0,train,phone,True,
pair_Vta29,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,1132.156506905225,53.59711096214941,500.1035289701681,1110.620736811403,1124.840952150036,128.9501676450401,35.68900108337402,pair_Vta29__120s__0,train,phone,True,
pair_Vta29,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,221.07107341344414,9.089760775749465,160.3865454155648,366.8109304204158,96.85657865719818,198.72558309803225,39.959004402160645,pair_Vta29__180s__0,train,phone,True,
pair_Vta3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,85.3329021189527,139.0594099056521,127.20637643779554,146.10444721984123,85.10144612042525,-6.283466626853642,20.603004455566406,pair_Vta3__10s__0,train,phone,True,
pair_Vta30,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,33.24494931832466,82.51813054696612,12.899774823050077,30.53577993672785,-33.19377471753457,-1.8446595282965053,73.70699691772461,pair_Vta30__10s__0,train,phone,True,
pair_Vta30,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,114.03064517725656,48.735265467930695,65.54589250520209,112.07551537257118,-110.85510170358401,26.72545709512432,85.75099182128906,pair_Vta30__30s__0,train,phone,True,
pair_Vta30,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,119.53277062856934,25.539569248482604,77.4755129726111,135.7348345160893,27.150997668837434,-116.4084426009446,16.108998775482178,pair_Vta30__60s__0,train,phone,True,
pair_Vta30,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,1210.3453421642282,247.8677143610838,526.1723974369087,1138.632988863724,-1087.7727281376258,-530.708324444549,140.10699462890625,pair_Vta30__120s__0,train,phone,True,
pair_Vta30,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,666.9088563723939,78.44943817800278,147.8393807790713,604.2563914014557,-463.9802580097371,-479.04840885966166,19.58599853515625,pair_Vta30__180s__0,train,phone,True,
pair_Vta4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,6.180068485680533,5.058396392963504,1.8368840316217554,5.6876953420030665,-6.179744752457113,0.06320252896970091,8.277008056640625,pair_Vta4__10s__0,train,phone,True,
pair_Vta4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,115.39354289866303,37.423332206404496,65.04686955170092,113.63602220677498,109.43099163390052,36.61326606487609,10.625,pair_Vta4__30s__0,train,phone,True,
pair_Vta4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,198.00540808703147,30.43735008401856,54.06628281685528,178.67473685352692,20.709783183934547,196.9206169104754,33.798004150390625,pair_Vta4__60s__0,train,phone,True,
pair_Vta4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,581.5034097874897,42.80456908171889,158.46776327903387,563.3645479839292,167.29135130520606,556.9306497989392,23.6090087890625,pair_Vta4__120s__0,train,phone,True,
pair_Vta6,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,167.2899676239653,68.19828312393493,124.35048875699829,162.17397169910453,-162.44277107912595,-39.97741779204176,18.5670166015625,pair_Vta6__10s__0,train,phone,True,
pair_Vta6,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,82.47718646884584,16.07004131092598,54.52342050521055,75.83283685954686,-82.24927837412108,-6.1237342374394075,13.49298095703125,pair_Vta6__30s__0,train,phone,True,
pair_Vta6,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,464.3539082090001,42.0499194936931,274.3968518547979,449.7343877249004,-444.2685023486586,-135.07401830881807,17.850006103515625,pair_Vta6__60s__0,train,phone,True,
pair_Vta7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,38.06528045401365,31.673356610159885,28.969939967928276,39.46902307635618,35.96058528841846,-12.482088780824231,15.74299144744873,pair_Vta7__10s__0,train,phone,True,
pair_Vta7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,371.39085028083133,71.80674461534046,99.1093384942206,341.6074973316445,-298.5324091924903,-220.92185552133313,32.76199024915695,pair_Vta7__30s__0,train,phone,True,
pair_Vta7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,118.06597728551398,10.36672850579511,142.85729161601841,219.05877532666986,45.490252200447095,108.95078068843483,83.0989990234375,pair_Vta7__60s__0,train,phone,True,
pair_Vta8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,25.903067857201673,13.86875414839609,11.336934329243363,24.483947344064582,-15.444431092661187,-20.795154959285334,9.59698486328125,pair_Vta8__10s__0,train,phone,True,
pair_Vta8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,217.00845339411035,37.672535102596264,108.01392759358922,204.79005470037424,75.63278627880862,-203.3999395489981,26.728973388671875,pair_Vta8__30s__0,train,phone,True,
pair_Vta8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,279.51111378261925,48.69265816267518,34.572833823933564,226.61961609100265,-126.41065013501371,249.29470294066167,94.16300296783447,pair_Vta8__60s__0,train,phone,True,
pair_Vta8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,1012.101663035887,64.81151439594205,119.05637610007389,867.0832421142691,-919.7270996554819,422.4997279854251,97.38999557495117,pair_Vta8__120s__0,train,phone,True,
pair_Vta8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1013.3159918356944,86.01938420644997,177.10729085192713,982.7079152604108,-998.8456257277362,-170.60684550974744,9.182001113891602,pair_Vta8__180s__0,train,phone,True,
pair_Vtb1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,38.12132817308131,15.878389524127549,18.19038762773483,35.34123981492076,-20.72970314359437,31.992394908634957,15.577995300292969,pair_Vtb1__10s__0,train,phone,True,
pair_Vtb1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,3378.780859214867,964.1653155796638,3577.7750595958023,3624.19059804883,3371.537573384843,218.51716644181363,24.685997009277344,pair_Vtb1__30s__0,train,phone,True,
pair_Vtb1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,371.69777357211314,50.144535152627356,226.25387140136417,351.46906044321605,-368.4273292681162,49.15793857181731,62.83300495147705,pair_Vtb1__60s__0,train,phone,True,
pair_Vtb1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,507.47302746849584,29.92832832144785,176.96522703418313,485.02312349124065,263.9863503722178,433.4141909369847,47.9269962310791,pair_Vtb1__120s__0,train,phone,True,
pair_Vtb1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,206.56397116579103,23.245669323913923,470.19665131208683,574.372318800868,-9.446842297475534,206.34740308294863,1.2320022583007812,pair_Vtb1__180s__0,train,phone,True,
pair_Vtb11,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,54.81747595294199,28.444429835958573,50.351173031566475,54.394457786854375,-54.65242816420259,-4.252115267666589,0.4879913330078125,pair_Vtb11__10s__0,train,phone,True,
pair_Vtb12,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,119.62966895457318,109.08645497682758,49.14360320145454,113.00764952511813,-84.53020854956428,84.65164630580338,71.90300369262695,pair_Vtb12__10s__0,train,phone,True,
pair_Vtb2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,19.229691312795225,22.0871646189266,5.963263927679707,17.826011389152942,-15.076392751501698,-11.93664149460518,20.38300323486328,pair_Vtb2__10s__0,train,phone,True,
pair_Vtb2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,183.04885884641672,45.99810554651078,86.13635968452321,167.34250336714763,73.35407499689023,-167.70719677077204,57.7449951171875,pair_Vtb2__30s__0,train,phone,True,
pair_Vtb2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,580.7306857167624,68.97108757473923,276.9736165576735,563.4986604967464,-276.1283784308757,-510.8713074606847,29.689010620117188,pair_Vtb2__60s__0,train,phone,True,
pair_Vtb2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,498.7502230895913,86.35334191095387,402.98860105122367,501.84836671543377,-1.9588681874155611,-498.75538219478887,169.9019947052002,pair_Vtb2__120s__0,train,phone,True,
pair_Vtb2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1952.0309340486988,172.0681190560993,786.7036908804316,1875.12517176133,1128.1520488610759,1592.9509887919307,28.445999145507812,pair_Vtb2__180s__0,train,phone,True,
